Purchase_ID,Customer_ID,Product_ID,Purchase_Amount,Discount_Applied,Payment_Method,Purchase_Date,Quantity_Purchased,Shipping_Cost,Delivery_Time_Days
3122,16467,6867,860.8230744243697,No,Credit Card,2024-03-15 00:21:40.766346,9,13.19053139510279,7
3123,2638,16063,393.08356161926525,Yes,Credit Card,2024-03-15 00:21:40.766346,2,12.198706654956942,4
3124,9873,3203,840.9439966326114,Yes,PayPal,2024-03-15 00:21:40.766346,6,47.85413103228568,2
3125,5584,17420,400.82653500130203,No,PayPal,2024-03-15 00:21:40.766346,2,20.35019619836286,11
3126,15276,3523,6169.252876272056,No,Debit Card,2024-03-15 00:21:40.766346,7,8.865669166158591,7
3127,3032,11131,1595.8193557067727,No,Credit Card,2024-03-15 00:21:40.766346,1,3.6612762474431513,5
3128,14141,6241,222.6447011974712,Yes,Crypto,2024-03-15 00:21:40.766346,6,0.79347906359441,13
3129,10139,5957,1396.4267944687713,Yes,Debit Card,2024-03-15 00:21:40.766346,3,33.05841801872835,4
3130,18026,7599,752.6368270776018,No,Debit Card,2024-03-15 00:21:40.766346,6,37.59643950299135,5
3131,9253,13173,949.3127838634543,Yes,PayPal,2024-03-15 00:21:40.766346,4,15.865055307657933,11
3132,4133,13705,910.4425194735531,Yes,PayPal,2024-03-15 00:21:40.766346,6,42.530126975064526,2
3133,4151,13806,1324.6719652537568,No,PayPal,2024-03-15 00:21:40.766346,4,2.431397438326488,10
3134,9485,16915,491.88150395755247,No,Credit Card,2024-03-15 00:21:40.766346,3,29.010413522419746,13
3135,8555,9643,1626.4994979233063,No,PayPal,2024-03-15 00:21:40.766346,5,21.498077643200542,9
3136,4594,15680,470.36489065611977,Yes,PayPal,2024-03-15 00:21:40.766346,8,34.310353689106634,7
3137,11608,5682,161.41875521044688,No,Debit Card,2024-03-15 00:21:40.766346,6,25.561547656530937,4
3138,11236,16162,814.244898523013,Yes,Debit Card,2024-03-15 00:21:40.766346,7,42.97654411770498,10
3139,12251,8790,989.6043074759991,Yes,PayPal,2024-03-15 00:21:40.766346,1,38.43395320463211,1
3140,9237,2984,512.5436288803376,Yes,Credit Card,2024-03-15 00:21:40.766346,7,23.69780652599951,9
3141,5996,6643,1103.699934406598,Yes,PayPal,2024-03-15 00:21:40.766346,7,38.072336660067975,5
3142,13136,16319,29.056143172690238,Yes,Crypto,2024-03-15 00:21:40.766346,4,45.012499181713686,4
3143,7539,1505,705.4246915284277,No,Debit Card,2024-03-15 00:21:40.766346,6,39.78152716352568,11
3144,12315,14295,1838.5072422906592,No,Credit Card,2024-03-15 00:21:40.766346,9,24.810261132167827,5
3145,8386,7147,1677.441095580784,Yes,Crypto,2024-03-15 00:21:40.766346,4,24.335154811406323,9
3146,6731,6567,1022.8219289681206,No,Crypto,2024-03-15 00:21:40.766346,4,33.65935629470385,11
3147,3679,15903,1633.8396833955462,No,Debit Card,2024-03-15 00:21:40.766346,9,11.954411427680089,13
3148,7519,6696,1863.1676638954077,No,PayPal,2024-03-15 00:21:40.766346,9,29.747714088117565,8
3149,1508,14172,95.48580814405868,Yes,Crypto,2024-03-15 00:21:40.766346,9,3.8283013571364934,7
3150,2283,2615,1609.516168478398,No,Debit Card,2024-03-15 00:21:40.766346,4,32.656732193115005,5
3151,14930,11867,1142.3448548771516,Yes,Credit Card,2024-03-15 00:21:40.766346,7,29.566108098817512,11
3152,9158,2698,67.67113733465345,No,Credit Card,2024-03-15 00:21:40.766346,7,46.21211243155427,11
3153,5507,10373,640.4421801898388,Yes,Crypto,2024-03-15 00:21:40.766346,1,17.60091496039737,7
3154,4196,10840,626.5168043205354,Yes,Credit Card,2024-03-15 00:21:40.766346,6,32.08573489368072,12
3155,1530,749,1308.2736309056072,Yes,Credit Card,2024-03-15 00:21:40.766346,1,41.509170721193655,12
3156,15495,14304,502.4577079511813,Yes,Credit Card,2024-03-15 00:21:40.766346,8,28.03466872502225,12
3157,11497,1191,,Yes,Credit Card,2024-03-15 00:21:40.766346,9,42.6435228654781,4
3158,13204,13568,1753.9729712478065,Yes,Crypto,2024-03-15 00:21:40.766346,8,17.926515723025364,8
3159,1012,9325,1738.4439129481382,Yes,Credit Card,2024-03-15 00:21:40.766346,5,8.464700251430374,4
3160,8728,1675,1655.922205765118,No,PayPal,2024-03-15 00:21:40.766346,5,,5
3161,14522,6954,680.4988903700014,Yes,PayPal,2024-03-15 00:21:40.766346,6,44.680946084813485,8
3162,16199,8997,244.95146765712573,Yes,PayPal,2024-03-15 00:21:40.766346,3,1.8036264554237014,6
3163,17,9130,386.4919432886166,Yes,Crypto,2024-03-15 00:21:40.766346,2,10.415736264604424,10
3164,16783,506,1786.005427772984,Yes,PayPal,2024-03-15 00:21:40.766346,1,18.242891966806834,6
3165,5247,17870,1503.6464504791124,No,Credit Card,2024-03-15 00:21:40.766346,7,45.404505774140105,13
3166,10473,6789,,Yes,Credit Card,2024-03-15 00:21:40.766346,4,43.18544544739549,10
3167,5097,15208,393.6788131684542,Yes,Credit Card,2024-03-15 00:21:40.766346,1,48.82263066990123,7
3168,6246,1213,343.1165389644129,Yes,Debit Card,2024-03-15 00:21:40.766346,4,4.598454927233125,1
3169,4542,9298,461.7594236510413,No,Debit Card,2024-03-15 00:21:40.766346,4,48.98332298935062,10
3170,17321,9403,1301.8460339152937,No,Debit Card,2024-03-15 00:21:40.766346,6,33.819113041225705,9
3171,15090,7833,1725.4559964409827,No,Crypto,2024-03-15 00:21:40.766346,3,29.542650677183946,3
3172,11997,2190,1597.0626014584777,Yes,Credit Card,2024-03-15 00:21:40.766346,7,12.233302719096779,12
3173,14281,9507,1922.4071879032003,No,Credit Card,2024-03-15 00:21:40.766346,4,17.919492551836186,7
3174,11850,6415,1843.8090418844376,Yes,Credit Card,2024-03-15 00:21:40.766346,1,31.003344505315443,1
3175,5262,3465,105.59114150400924,No,Debit Card,2024-03-15 00:21:40.766346,6,38.54043226312675,2
3176,14159,14412,1154.3620160267549,Yes,PayPal,2024-03-15 00:21:40.766346,8,12.14591492938813,6
3177,12720,18185,1426.0071595372092,No,PayPal,2024-03-15 00:21:40.766346,7,31.072545694011012,7
3178,8968,1878,463.3797205692427,Yes,PayPal,2024-03-15 00:21:40.766346,3,38.638704779814006,12
3179,14570,7604,422.4787630569914,Yes,Crypto,2024-03-15 00:21:40.766346,2,21.99138686342326,8
3180,9157,13424,911.7105716664355,No,Crypto,2024-03-15 00:21:40.766346,9,33.71394236401126,2
3181,355,14095,1037.7526698927556,No,Crypto,2024-03-15 00:21:40.766346,9,32.88721908982693,1
3182,9214,3073,606.7909706050125,Yes,Crypto,2024-03-15 00:21:40.766346,2,33.01389045042987,10
3183,7301,1320,1960.5106600679003,Yes,Debit Card,2024-03-15 00:21:40.766346,9,4.297187253912132,10
3184,5663,9468,146.17692959318782,Yes,Crypto,2024-03-15 00:21:40.766346,6,7.517818214325434,8
3185,10815,14489,1058.0310112954555,Yes,Credit Card,2024-03-15 00:21:40.766346,8,35.630401592017115,6
3186,12105,921,1483.7819494044063,Yes,Credit Card,2024-03-15 00:21:40.766346,1,25.61169573087835,5
3187,10225,8559,1102.821366286689,No,PayPal,2024-03-15 00:21:40.766346,2,4.010058143865159,10
3188,4066,3097,1633.353505533211,No,Credit Card,2024-03-15 00:21:40.766346,7,47.190217229836385,11
3189,6063,6132,1041.7762186814596,Yes,Crypto,2024-03-15 00:21:40.766346,8,48.87753778450321,4
3190,13102,16296,1823.0827617670982,No,Debit Card,2024-03-15 00:21:40.766346,6,14.399622305256887,10
3191,12760,8824,1598.3550118666178,Yes,Credit Card,2024-03-15 00:21:40.766346,3,8.48523208891815,12
3192,15474,6395,746.1744117207193,Yes,Crypto,2024-03-15 00:21:40.766346,4,44.171710663970295,13
3193,12418,16244,700.1636883716311,No,Crypto,2024-03-15 00:21:40.766346,9,28.484601034162804,8
3194,9388,13450,676.3823572528273,No,Credit Card,2024-03-15 00:21:40.766346,1,17.298398109435748,1
3195,13575,15370,1973.3431301495937,Yes,PayPal,2024-03-15 00:21:40.766346,6,36.19011026569906,7
3196,14857,13079,1076.266314154769,Yes,PayPal,2024-03-15 00:21:40.766346,8,28.456592219188842,1
3197,15533,3380,1239.4824610343212,Yes,Debit Card,2024-03-15 00:21:40.766346,8,3.216361047839389,4
3198,12264,2136,699.0592119394368,Yes,PayPal,2024-03-15 00:21:40.766346,8,27.341879218003484,12
3199,5255,1627,,Yes,Debit Card,2024-03-15 00:21:40.766346,9,38.81401077906155,8
3200,15261,2889,68.7086456917086,No,Credit Card,2024-03-15 00:21:40.766346,5,13.89080656628679,6
3201,2033,12532,614.3289631433936,No,Debit Card,2024-03-15 00:21:40.766346,6,45.516609965204026,11
3202,9047,18328,169.88261753790138,No,PayPal,2024-03-15 00:21:40.766346,2,46.46303346529403,7
3203,8281,8399,696.2419518925437,No,Crypto,2024-03-15 00:21:40.766346,4,22.630296335342265,8
3204,33,2899,308.2918254342721,Yes,Crypto,2024-03-15 00:21:40.766346,1,11.304005809335388,6
3205,6639,2325,846.5044274999478,Yes,Crypto,2024-03-15 00:21:40.766346,1,18.867796294679945,13
3206,13916,16321,1420.4759585678896,Yes,Crypto,2024-03-15 00:21:40.766346,2,40.59993061727393,2
3207,4579,2736,,Yes,PayPal,2024-03-15 00:21:40.766346,7,27.216236382927107,2
3208,1976,28,1946.2821088210426,Yes,PayPal,2024-03-15 00:21:40.766346,8,40.2461804513466,11
3209,11791,15496,,Yes,Crypto,2024-03-15 00:21:40.766346,4,6.81115952677459,9
3210,14606,3947,1021.8719782525046,No,PayPal,2024-03-15 00:21:40.766346,3,18.723534198923776,1
3211,2779,5347,385.89843852740864,Yes,Credit Card,2024-03-15 00:21:40.766346,1,6.7063182270791275,5
3212,2063,10922,1360.5938997443525,Yes,Crypto,2024-03-15 00:21:40.766346,3,47.40674681548325,10
3213,2972,4665,205.1981900857333,Yes,Debit Card,2024-03-15 00:21:40.766346,8,31.960730841754504,9
3214,3348,5234,823.8822827540812,Yes,PayPal,2024-03-15 00:21:40.766346,3,32.80846556832196,5
3215,9047,468,888.5504088132739,Yes,Credit Card,2024-03-15 00:21:40.766346,4,1.7262725487890818,7
3216,2186,13273,64.11018284231884,Yes,Credit Card,2024-03-15 00:21:40.766346,5,,13
3217,8141,2360,98.66423107844625,No,Debit Card,2024-03-15 00:21:40.766346,6,31.955088152789035,5
3218,13857,6794,1644.1015004560907,Yes,Crypto,2024-03-15 00:21:40.766346,9,37.21977624082772,2
3219,8126,1757,1316.663509678364,No,Debit Card,2024-03-15 00:21:40.766346,7,36.59104706506774,6
3220,6975,5161,311.9620247760218,No,Debit Card,2024-03-15 00:21:40.766346,8,26.714732010814675,2
3221,2762,2111,1318.488496433198,Yes,Debit Card,2024-03-15 00:21:40.766346,2,1.6578769865844556,7
3222,11258,9532,750.3717699072301,Yes,Crypto,2024-03-15 00:21:40.766346,3,8.643069766894918,4
3223,10759,10663,934.4675836864131,Yes,Crypto,2024-03-15 00:21:40.766346,2,,4
3224,6329,7345,1598.8015247311043,Yes,Credit Card,2024-03-15 00:21:40.766346,9,29.019377526472525,7
3225,10568,8100,349.98668752751763,Yes,Crypto,2024-03-15 00:21:40.766346,5,30.75625945987203,9
3226,5360,7858,1000.5307156846584,Yes,Crypto,2024-03-15 00:21:40.766346,9,25.79722399787217,10
3227,6604,11020,1893.7254202365114,Yes,Debit Card,2024-03-15 00:21:40.766346,5,2.781391405791822,2
3228,14118,6919,490.64945160686676,No,Credit Card,2024-03-15 00:21:40.766346,3,49.44846062093852,6
3229,11347,3306,851.8778574480416,Yes,Debit Card,2024-03-15 00:21:40.766346,7,14.436220051448723,10
3230,10637,182,493.7975240015439,Yes,Debit Card,2024-03-15 00:21:40.766346,1,27.303881186142476,11
3231,772,18222,1700.9678519899269,No,PayPal,2024-03-15 00:21:40.766346,7,19.17872313937182,10
3232,17727,12040,1108.6200171456223,No,Credit Card,2024-03-15 00:21:40.766346,7,,11
3233,9737,12927,197.19365187353688,No,Debit Card,2024-03-15 00:21:40.766346,7,19.83738257587333,12
3234,10730,17808,1894.873404609091,Yes,Debit Card,2024-03-15 00:21:40.766346,7,26.28285777437217,4
3235,6211,9402,1573.5068713483531,No,Credit Card,2024-03-15 00:21:40.766346,5,0.6733537876351281,11
3236,13695,15639,185.38959859578335,No,PayPal,2024-03-15 00:21:40.766346,2,8.04649787272938,8
3237,133,2101,810.4833659136648,No,Debit Card,2024-03-15 00:21:40.766346,8,16.33758669963114,7
3238,18144,5179,861.2552034582908,Yes,Crypto,2024-03-15 00:21:40.766346,5,45.469816822956936,1
3239,17126,2211,706.6648694092966,Yes,Debit Card,2024-03-15 00:21:40.766346,9,,5
3240,12153,15032,422.18192471469433,No,Crypto,2024-03-15 00:21:40.766346,2,12.737708120172059,9
3241,6844,12193,1894.307616477938,Yes,Credit Card,2024-03-15 00:21:40.766346,3,25.382530123784967,11
3242,14041,11705,1270.9989072713395,No,Credit Card,2024-03-15 00:21:40.766346,4,16.503518690586343,11
3243,8470,15985,713.516359014946,No,Credit Card,2024-03-15 00:21:40.766346,4,44.16069852123816,8
3244,3789,17887,415.86456209002705,No,Crypto,2024-03-15 00:21:40.766346,6,25.252842688452237,3
3245,17574,12125,69.40305803371311,No,Credit Card,2024-03-15 00:21:40.766346,6,14.18589216633413,13
3246,17542,847,525.1541206557295,Yes,PayPal,2024-03-15 00:21:40.766346,6,35.06937986403482,7
3247,7005,14515,1023.0842253683737,No,Crypto,2024-03-15 00:21:40.766346,3,10.231319067750261,11
3248,11826,4259,745.7264680014871,No,PayPal,2024-03-15 00:21:40.766346,8,1.4551946654454473,6
3249,11343,13217,1348.858462753043,Yes,Debit Card,2024-03-15 00:21:40.766346,5,20.410405304783257,5
3250,17217,12995,1031.9393888609059,No,Credit Card,2024-03-15 00:21:40.766346,4,30.857235135065785,6
3251,9236,1954,820.5988534218421,Yes,Credit Card,2024-03-15 00:21:40.766346,5,10.274528069020795,13
3252,6799,12128,1585.1830680832586,Yes,Credit Card,2024-03-15 00:21:40.766346,9,21.063113166439784,5
3253,18072,17731,1765.22518228381,Yes,PayPal,2024-03-15 00:21:40.766346,6,29.956488236005608,12
3254,6423,9946,1148.5334751605442,No,PayPal,2024-03-15 00:21:40.766346,5,8.195666970529786,5
3255,7739,6807,1258.6648035833127,Yes,Debit Card,2024-03-15 00:21:40.766346,8,43.642940498649985,8
3256,8233,6588,791.3769102338156,Yes,Crypto,2024-03-15 00:21:40.766346,6,32.959241086174146,1
3257,4805,8240,57.65542968136349,No,Debit Card,2024-03-15 00:21:40.766346,1,3.8090740561272485,10
3258,13638,10571,729.0913219662592,No,Debit Card,2024-03-15 00:21:40.766346,5,23.707166894407134,13
3259,1218,5913,517.3133851974231,No,PayPal,2024-03-15 00:21:40.766346,1,37.98990644611073,8
3260,16940,12833,576.6494981901922,No,PayPal,2024-03-15 00:21:40.766346,6,21.123116631042997,3
3261,9480,5280,20.31128533903442,No,PayPal,2024-03-15 00:21:40.766346,2,23.548242227082568,3
3262,15701,9234,59.07341919797177,No,Credit Card,2024-03-15 00:21:40.766346,7,3.147819568716559,13
3263,15275,16441,1699.7639952360269,No,Debit Card,2024-03-15 00:21:40.766346,6,3.2968573906934195,7
3264,13908,14173,,Yes,Debit Card,2024-03-15 00:21:40.766346,3,11.91912624499012,7
3265,11821,6390,576.407078639587,No,Debit Card,2024-03-15 00:21:40.766346,3,24.101724932086384,6
3266,2824,9858,1298.9974189616776,Yes,Debit Card,2024-03-15 00:21:40.766346,9,11.184197155426268,8
3267,4761,4428,1400.7270374272302,Yes,Debit Card,2024-03-15 00:21:40.766346,3,34.82618611157509,10
3268,18394,17126,134.0113638343519,Yes,Crypto,2024-03-15 00:21:40.766346,9,5.105438668549161,3
3269,6871,5274,30.532178448057124,Yes,Debit Card,2024-03-15 00:21:40.766346,2,49.12183912518246,11
3270,9256,5955,888.3449923162921,No,Debit Card,2024-03-15 00:21:40.766346,5,33.67682820334813,2
3271,7062,1515,731.6444649994081,Yes,Credit Card,2024-03-15 00:21:40.766346,2,23.02242026966982,13
3272,4155,16750,222.82245979791182,Yes,Debit Card,2024-03-15 00:21:40.766346,3,28.715478754943273,7
3273,8304,8106,362.0181568144587,Yes,Crypto,2024-03-15 00:21:40.766346,9,17.026444437078258,9
3274,6777,14853,665.9826649223777,No,PayPal,2024-03-15 00:21:40.766346,3,3.049379585572537,4
3275,2519,15436,1505.7430236908874,No,PayPal,2024-03-15 00:21:40.766346,9,44.79789062280571,12
3276,13525,5661,1068.2159340741175,No,Crypto,2024-03-15 00:21:40.766346,2,9.559348866383226,3
3277,1309,16219,1009.132799998626,Yes,PayPal,2024-03-15 00:21:40.766346,7,42.26356836141522,9
3278,7553,11775,1118.78363698414,Yes,Debit Card,2024-03-15 00:21:40.766346,3,20.75427883259829,4
3279,13368,18362,743.8339221846056,No,Credit Card,2024-03-15 00:21:40.766346,4,6.619324698319906,5
3280,6330,6168,900.2023371813258,No,Crypto,2024-03-15 00:21:40.766346,9,33.7655118961792,10
3281,10709,8188,563.3461389360021,Yes,Credit Card,2024-03-15 00:21:40.766346,4,42.63986680352837,5
3282,10328,3277,1745.1118070137472,No,Crypto,2024-03-15 00:21:40.766346,6,11.217025047603935,9
3283,9921,15227,1238.9266063803602,No,Credit Card,2024-03-15 00:21:40.766346,5,41.45912063740834,9
3284,1889,10563,833.0166651466211,Yes,Debit Card,2024-03-15 00:21:40.766346,6,9.380700835038564,10
3285,3289,15371,1119.9685209772604,Yes,Crypto,2024-03-15 00:21:40.766346,7,42.250138285085804,6
3286,14497,7618,1940.114349684971,Yes,Credit Card,2024-03-15 00:21:40.766346,3,39.12936391058396,1
3287,11494,16206,1424.516630055113,No,Crypto,2024-03-15 00:21:40.766346,8,30.579914252528983,3
3288,12562,4780,906.609571445763,No,PayPal,2024-03-15 00:21:40.766346,3,24.340932025313826,13
3289,6456,12095,138.03971259856843,No,PayPal,2024-03-15 00:21:40.766346,4,2.6133482343004277,2
3290,3159,2038,727.4976802971628,Yes,Credit Card,2024-03-15 00:21:40.766346,6,1.5724186045227462,7
3291,2963,3668,1290.7211268462693,No,Crypto,2024-03-15 00:21:40.766346,4,7.579470349099498,7
3292,7992,16578,1968.9954846866567,Yes,PayPal,2024-03-15 00:21:40.766346,6,41.83667920546179,13
3293,14219,16643,672.9964400646305,Yes,PayPal,2024-03-15 00:21:40.766346,3,37.09824688586252,5
3294,4240,6729,1291.3865463965863,Yes,PayPal,2024-03-15 00:21:40.766346,7,5.742754082321705,6
3295,1989,3366,1489.0141488994586,Yes,Debit Card,2024-03-15 00:21:40.766346,8,32.273360580836766,1
3296,12284,4516,1416.109080863864,No,Credit Card,2024-03-15 00:21:40.766346,2,43.69640895390318,9
3297,5014,5967,1927.9886034266867,Yes,Crypto,2024-03-15 00:21:40.766346,4,5.1777147634186,2
3298,2793,2441,87.10964725363175,Yes,PayPal,2024-03-15 00:21:40.766346,4,37.670376086934205,12
3299,5093,11304,119.06546739971623,No,Debit Card,2024-03-15 00:21:40.766346,2,25.190035881875815,12
3300,335,14302,278.88035825010826,No,PayPal,2024-03-15 00:21:40.766346,9,46.06095016142471,3
3301,11174,14535,1056.6694301711425,No,PayPal,2024-03-15 00:21:40.766346,2,15.777308196976847,7
3302,4352,9897,71.00700418943171,Yes,Debit Card,2024-03-15 00:21:40.766346,3,18.20959186920417,5
3303,14688,13119,88.1443500780299,No,Crypto,2024-03-15 00:21:40.766346,3,23.29335718053728,5
3304,9335,2329,509.5021844401092,No,Debit Card,2024-03-15 00:21:40.766346,2,20.72166690670277,8
3305,14267,6271,252.6445306321928,Yes,Debit Card,2024-03-15 00:21:40.766346,6,35.61847894034242,3
3306,7595,14817,970.4172956114039,No,PayPal,2024-03-15 00:21:40.766346,4,48.64352720489584,6
3307,16354,6649,739.9740499779117,Yes,Debit Card,2024-03-15 00:21:40.766346,3,5.962999498412658,1
3308,14474,14944,1065.209764377461,Yes,Debit Card,2024-03-15 00:21:40.766346,1,17.241868424702904,4
3309,16029,7211,1397.7972190043527,Yes,Debit Card,2024-03-15 00:21:40.766346,2,43.478551695538584,8
3310,2002,15346,292.75462446329715,Yes,Debit Card,2024-03-15 00:21:40.766346,4,48.32278151818049,5
3311,1496,7420,113.47200225326688,Yes,PayPal,2024-03-15 00:21:40.766346,2,16.58122962950188,9
3312,3063,3510,1135.071730668001,No,Crypto,2024-03-15 00:21:40.766346,1,33.83044938361921,2
3313,12932,16985,118.5778329382997,Yes,Credit Card,2024-03-15 00:21:40.766346,5,32.635080357018346,4
3314,80,6103,1576.863059495134,Yes,Credit Card,2024-03-15 00:21:40.766346,3,2.6641138464493173,12
3315,5679,12698,1412.8667917592722,Yes,Credit Card,2024-03-15 00:21:40.766346,3,34.804088649001926,6
3316,265,3094,763.6099866312599,No,Credit Card,2024-03-15 00:21:40.766346,1,12.712273409374603,3
3317,15571,3962,58.98358507142194,No,Credit Card,2024-03-15 00:21:40.766346,3,35.74712462596906,5
3318,7114,3228,1198.443365576173,No,Credit Card,2024-03-15 00:21:40.766346,4,18.956910545128796,1
3319,14497,8633,1570.6991819117584,Yes,Debit Card,2024-03-15 00:21:40.766346,5,38.72251900283248,11
3320,696,13722,294.5375333431487,Yes,PayPal,2024-03-15 00:21:40.766346,9,25.61078678452951,4
3321,9675,10294,506.5677243486985,Yes,Crypto,2024-03-15 00:21:40.766346,7,13.021653599452637,5
3322,17992,6661,,Yes,PayPal,2024-03-15 00:21:40.766346,5,16.63516824321625,10
3323,10178,961,858.8884657072307,No,Crypto,2024-03-15 00:21:40.766346,9,13.880564450748784,4
3324,16241,8617,250.97519339639612,No,Crypto,2024-03-15 00:21:40.766346,9,29.688529676319476,1
3325,6819,4520,1932.5429514598586,No,Crypto,2024-03-15 00:21:40.766346,9,34.32329137704303,8
3326,3237,17747,1768.3018782361416,Yes,PayPal,2024-03-15 00:21:40.766346,8,11.247822412123487,13
3327,4245,10594,1319.1015207734904,Yes,Crypto,2024-03-15 00:21:40.766346,4,37.06740776343844,1
3328,8603,9519,767.0942500494674,Yes,PayPal,2024-03-15 00:21:40.766346,5,34.404221766012824,12
3329,9893,3685,1434.8163648650655,Yes,Credit Card,2024-03-15 00:21:40.766346,1,6.718922256313775,10
3330,13074,4830,816.9292293355911,No,PayPal,2024-03-15 00:21:40.766346,7,43.85589190383195,12
3331,1943,2346,1231.3707407716342,Yes,Credit Card,2024-03-15 00:21:40.766346,7,3.3157354648497286,9
3332,16291,10188,1880.6797848296524,Yes,PayPal,2024-03-15 00:21:40.766346,4,40.410860941519964,3
3333,11213,6183,1180.150931371106,No,Crypto,2024-03-15 00:21:40.766346,5,0.44786073121293457,12
3334,1024,9730,1182.6113302541878,No,Debit Card,2024-03-15 00:21:40.766346,4,48.687372180004544,8
3335,2521,3902,,Yes,Crypto,2024-03-15 00:21:40.766346,9,12.384402720249277,12
3336,4680,5642,725.9318742559996,Yes,Debit Card,2024-03-15 00:21:40.766346,5,41.199109391486175,2
3337,2663,13130,920.428793460535,No,PayPal,2024-03-15 00:21:40.766346,5,45.18563033084275,2
3338,10669,7313,160.79013500662907,Yes,PayPal,2024-03-15 00:21:40.766346,1,39.38100871369165,12
3339,5463,7588,755.5356225079724,No,Credit Card,2024-03-15 00:21:40.766346,7,46.96933991821881,8
3340,15368,9227,1960.683131873851,Yes,Crypto,2024-03-15 00:21:40.766346,1,25.25604637603705,10
3341,4029,14394,,No,Debit Card,2024-03-15 00:21:40.766346,6,46.07664185710952,2
3342,17379,8465,162.6329640060493,Yes,Debit Card,2024-03-15 00:21:40.766346,9,20.449917063220507,2
3343,5658,12305,257.4159139029921,Yes,PayPal,2024-03-15 00:21:40.766346,1,,8
3344,8475,15587,1689.064323076463,No,Credit Card,2024-03-15 00:21:40.766346,5,43.05004546593492,6
3345,16221,14654,1300.2239799170568,Yes,Debit Card,2024-03-15 00:21:40.766346,1,2.7299266391323576,9
3346,8843,8000,267.8865258009896,Yes,Crypto,2024-03-15 00:21:40.766346,8,47.57778846545452,6
3347,11740,11663,742.0114105130278,No,Debit Card,2024-03-15 00:21:40.766346,2,10.428579340429344,7
3348,4249,2004,1454.2629655990722,Yes,PayPal,2024-03-15 00:21:40.766346,3,43.53899669448833,10
3349,6543,7517,908.8313807703008,Yes,Credit Card,2024-03-15 00:21:40.766346,4,0.5298602239792172,11
3350,5378,6952,135.48094291291946,Yes,Crypto,2024-03-15 00:21:40.766346,9,6.291287840816623,3
3351,18135,4556,389.44184120838685,No,PayPal,2024-03-15 00:21:40.766346,8,45.61580501580752,12
3352,1265,13981,644.7199564063781,No,Debit Card,2024-03-15 00:21:40.766346,5,15.120168621249514,11
3353,7533,7121,793.638887954379,Yes,Crypto,2024-03-15 00:21:40.766346,1,,7
3354,796,10143,332.8263022377469,Yes,Credit Card,2024-03-15 00:21:40.766346,8,,1
3355,14282,6171,880.7999640426392,No,Credit Card,2024-03-15 00:21:40.766346,3,4.656680304456079,1
3356,2348,14666,,Yes,Credit Card,2024-03-15 00:21:40.766346,3,35.48627785318391,7
3357,16939,8341,910.4633181221736,No,Debit Card,2024-03-15 00:21:40.766346,6,6.23285326866112,2
3358,292,4702,683.8758531470672,No,Debit Card,2024-03-15 00:21:40.766346,8,34.33801638914868,6
3359,17679,8667,1318.0193408297098,No,Credit Card,2024-03-15 00:21:40.766346,4,27.407450203278717,5
3360,13331,17032,423.5845664054921,No,Crypto,2024-03-15 00:21:40.766346,2,8.240185790320787,1
3361,5562,14934,1378.450107526306,No,Debit Card,2024-03-15 00:21:40.766346,8,25.952395943199924,4
3362,5310,17764,1827.580135726978,No,Debit Card,2024-03-15 00:21:40.766346,1,12.587398226084579,1
3363,11832,11512,490.80122222425535,Yes,Debit Card,2024-03-15 00:21:40.766346,9,9.641345183365836,1
3364,10300,3734,953.2712097066719,No,Debit Card,2024-03-15 00:21:40.766346,1,13.338120478949882,4
3365,8732,2206,259.55599412194107,No,Crypto,2024-03-15 00:21:40.766346,7,31.26314466782647,5
3366,7058,8678,1865.8593414076583,Yes,Credit Card,2024-03-15 00:21:40.766346,5,26.249901508132588,1
3367,6811,3247,7785.208770262676,Yes,Credit Card,2024-03-15 00:21:40.766346,5,1.6034383132583152,12
3368,4657,2102,877.4019811377382,No,Debit Card,2024-03-15 00:21:40.766346,8,48.781832942261026,13
3369,16852,14474,1635.895781666011,Yes,Debit Card,2024-03-15 00:21:40.766346,2,20.569844199636783,13
3370,6088,15704,410.8867881143265,Yes,PayPal,2024-03-15 00:21:40.766346,3,37.84818618367971,2
3371,5970,5424,38.72086013263447,Yes,PayPal,2024-03-15 00:21:40.766346,4,36.6072343820728,6
3372,9019,11140,747.5780975825929,No,Debit Card,2024-03-15 00:21:40.766346,5,24.817385599733804,9
3373,15618,6237,710.8688766738242,Yes,PayPal,2024-03-15 00:21:40.766346,2,36.69243100502394,10
3374,18135,16608,325.7093398749211,Yes,Credit Card,2024-03-15 00:21:40.766346,4,2.3640799273204562,8
3375,2905,604,1271.4528642775406,Yes,Crypto,2024-03-15 00:21:40.766346,6,0.5705390523624954,13
3376,15357,13612,312.4833346588437,Yes,Debit Card,2024-03-15 00:21:40.766346,1,34.97701281892659,5
3377,2975,17753,291.2622815758309,Yes,Credit Card,2024-03-15 00:21:40.766346,9,19.20174606621043,6
3378,9693,4786,,Yes,Crypto,2024-03-15 00:21:40.766346,7,48.28174161573833,6
3379,371,6119,1014.7921891756125,Yes,PayPal,2024-03-15 00:21:40.766346,6,47.22432148351116,2
3380,6376,5284,1922.014994851915,Yes,Crypto,2024-03-15 00:21:40.766346,5,,8
3381,14138,1213,398.95173791609875,Yes,Debit Card,2024-03-15 00:21:40.766346,2,48.95151124478648,3
