Feedback_ID,Customer_ID,Product_ID,Rating,Feedback_Date,Feedback_Type,Resolution_Status,Customer_Service_Score,Likelihood_to_Recommend,Feedback_Comments_Length
1056,17537,11401,4.679716782710385,2023-04-09 19:18:56.996575904,Negative,Resolved,6.339044403758855,9.09334412602489,198
1057,7311,3627,3.0153288405375185,2023-04-09 19:18:56.996575904,Negative,Unresolved,9.745776270345175,5.403297045526507,470
1058,17319,3195,4.581508959758326,2023-04-09 19:18:56.996575904,Negative,Pending,4.558394709832386,1.767835207020599,158
1059,18396,12691,4.6698469686434105,2023-04-09 19:18:56.996575904,Positive,Resolved,2.825873968456129,8.760303119077717,415
1060,16189,11330,3.7008434591214106,2023-04-09 19:18:56.996575904,Positive,Resolved,3.352780084172043,1.4267809746028786,369
1061,17570,17422,3.2169339296332122,2023-04-09 19:18:56.996575904,Positive,Pending,7.442144218633989,8.6091821676011,482
1062,12884,14385,3.202570358067078,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.465166823826625,6.27771730527637,82
1063,10349,1780,3.327343644669331,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.091672674005572,7.511389927728558,13
1064,7623,993,3.255069237793821,2023-04-09 19:18:56.996575904,Negative,Resolved,2.067646714939869,5.922108478468039,249
1065,1584,10615,1.8253563734622618,2023-04-09 19:18:56.996575904,Positive,Unresolved,7.472363098348008,9.930345529430685,28
1066,12431,14605,1.2930571560846542,2023-04-09 19:18:56.996575904,Neutral,Unresolved,7.367589082781345,8.641759956244591,381
1067,17230,9819,2.065742849036754,2023-04-09 19:18:56.996575904,Positive,Resolved,8.708901924400216,6.3595607591111545,197
1068,1358,4059,4.0357601329093935,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.94633360555439,4.731635798740818,78
1069,12349,4458,2.079102734435016,2023-04-09 19:18:56.996575904,Neutral,Pending,6.792581990247817,1.084949387787956,456
1070,12820,10681,4.929953924823867,2023-04-09 19:18:56.996575904,Neutral,Pending,5.200723152331297,6.450441803642891,151
1071,16199,12230,1.9868261645810574,2023-04-09 19:18:56.996575904,Neutral,Pending,1.3136978329982476,1.4738647983416837,129
1072,13480,447,4.303474879425375,2023-04-09 19:18:56.996575904,Positive,Pending,1.5204234645224082,6.518646345280717,90
1073,7287,13038,3.733563679959796,2023-04-09 19:18:56.996575904,Neutral,Unresolved,9.097046323450185,3.077999351554379,324
1074,2697,5650,4.033071894006563,2023-04-09 19:18:56.996575904,Negative,Pending,6.844642802823065,6.7281965819062135,432
1075,11652,7833,4.884447610024441,2023-04-09 19:18:56.996575904,Negative,Resolved,8.977882402985642,8.768608556035595,155
1076,11819,12300,2.703805952953175,2023-04-09 19:18:56.996575904,Negative,Resolved,7.938554740457641,5.567258233733659,221
1077,13457,3699,2.9966488411572407,2023-04-09 19:18:56.996575904,Positive,Resolved,1.0266392769975616,1.4309848646310817,485
1078,11176,8292,3.417515538473776,2023-04-09 19:18:56.996575904,Negative,Pending,9.592500749399704,3.302828342919162,134
1079,15777,5062,4.349749182621878,2023-04-09 19:18:56.996575904,Positive,Unresolved,7.380081224173008,6.874916194729199,88
1080,15717,203,2.654875135656435,2023-04-09 19:18:56.996575904,Positive,Resolved,6.561758196057631,4.802450159682605,14
1081,11434,630,1.8103998659219034,2023-04-09 19:18:56.996575904,Negative,Resolved,6.685147960433371,2.7719430690101996,199
1082,11074,8057,1.0167650548427054,2023-04-09 19:18:56.996575904,Positive,Resolved,8.855545130870041,1.1453922210111211,309
1083,14013,3512,1.6736998661184477,2023-04-09 19:18:56.996575904,Negative,Resolved,9.888717492251335,9.27464018409393,44
1084,81,9710,3.1744969531988545,2023-04-09 19:18:56.996575904,Positive,Pending,9.587814362600025,9.632525648518143,268
1085,4849,16941,4.844997188871407,2023-04-09 19:18:56.996575904,Negative,Resolved,7.616152352217895,8.732462584216702,274
1086,13640,8324,1.9812945760451033,2023-04-09 19:18:56.996575904,Neutral,Resolved,3.4515955913563117,3.8854773011944794,20
1087,4218,8445,1.6248720129955574,2023-04-09 19:18:56.996575904,Neutral,Pending,1.3491954263072499,3.3625472277036454,174
1088,828,14563,4.229683915511864,2023-04-09 19:18:56.996575904,Neutral,Pending,5.376906761331866,7.98915753077281,141
1089,15929,5835,4.290824562777355,2023-04-09 19:18:56.996575904,Positive,Pending,6.112941918284774,2.7641392163918153,343
1090,18334,5243,1.5504887664317288,2023-04-09 19:18:56.996575904,Negative,Pending,8.080698902622753,3.7340671461471437,43
1091,14462,1739,3.5301124918329614,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.111923197731945,6.9935378704829105,478
1092,11359,8355,4.756782155734223,2023-04-09 19:18:56.996575904,Negative,Pending,9.84903069770706,6.549398626025456,240
1093,8971,102,2.439779603867862,2023-04-09 19:18:56.996575904,Neutral,Pending,,8.740504691078424,68
1094,5018,1233,3.782820385628135,2023-04-09 19:18:56.996575904,Neutral,Unresolved,6.8090403654130975,4.600267670073127,419
1095,14607,4381,4.504843751072461,2023-04-09 19:18:56.996575904,Positive,Unresolved,,6.104444102893892,16
1096,17381,2378,2.889321827544181,2023-04-09 19:18:56.996575904,Negative,Unresolved,2.2842964419666743,6.715405271398173,209
1097,18215,1249,4.0203161765649424,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.660879835609549,8.101395071971726,260
1098,7135,13839,1.0374756635790292,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.581523852820905,8.447862066630723,25
1099,15895,6731,2.613361725015037,2023-04-09 19:18:56.996575904,Positive,Resolved,4.9554063660651435,1.080161566365168,377
1100,11270,16374,2.0168002734168846,2023-04-09 19:18:56.996575904,Positive,Resolved,5.646820309757631,5.086542948574397,417
1101,5855,7403,3.6978386721110814,2023-04-09 19:18:56.996575904,Negative,Resolved,7.94264412158768,6.422959159036545,421
1102,3363,4487,4.2323997843664,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.8129059662456424,6.127777547812748,257
1103,8059,13413,2.4747282219224402,2023-04-09 19:18:56.996575904,Positive,Pending,8.890862106430166,4.668693447457962,80
1104,15593,17976,2.9472922648674733,2023-04-09 19:18:56.996575904,Positive,Unresolved,6.031695340911813,2.1285776854317473,174
1105,733,9935,3.288170600249091,2023-04-09 19:18:56.996575904,Negative,Unresolved,4.130651024465214,2.98183487263647,20
1106,4258,14754,,2023-04-09 19:18:56.996575904,Negative,Pending,1.6990260538212945,3.388259098167141,58
1107,13100,4788,3.037098262526257,2023-04-09 19:18:56.996575904,Positive,Pending,8.371105387035751,1.8840117092953532,163
1108,4512,9164,4.919300872307121,2023-04-09 19:18:56.996575904,Positive,Resolved,,3.0721947418504776,11
1109,17210,380,2.770895653122743,2023-04-09 19:18:56.996575904,Positive,Resolved,7.732384036818442,1.9296176429946712,487
1110,3427,10773,4.081885975848383,2023-04-09 19:18:56.996575904,Negative,Unresolved,5.1186145383630235,7.763586933718599,60
1111,2696,10465,4.051824101734505,2023-04-09 19:18:56.996575904,Positive,Unresolved,8.900211208311529,7.10691265406405,337
1112,16076,762,3.3656032949713692,2023-04-09 19:18:56.996575904,Negative,Resolved,7.377630018811972,8.391847990014544,270
1113,7352,12604,1.262223026184314,2023-04-09 19:18:56.996575904,Negative,Unresolved,9.793522605844245,5.302996388566486,132
1114,13033,3849,2.417300217120373,2023-04-09 19:18:56.996575904,Positive,Pending,1.1077764973476776,2.17184713102722,449
1115,17424,2534,2.444220834725516,2023-04-09 19:18:56.996575904,Positive,Pending,1.3754607220852124,2.223412516101159,124
1116,1730,13261,1.0685382380900057,2023-04-09 19:18:56.996575904,Positive,Resolved,7.886487021187448,6.998717407470078,434
1117,12252,335,4.153897291048548,2023-04-09 19:18:56.996575904,Neutral,Unresolved,7.063022477562115,3.43994131882171,413
1118,14424,11200,2.3880505668325567,2023-04-09 19:18:56.996575904,Negative,Resolved,6.226114472692753,9.919402596779996,41
1119,9606,2646,4.617755502770403,2023-04-09 19:18:56.996575904,Negative,Pending,1.4853106188280067,3.24227722362822,448
1120,4461,11021,2.037533247916506,2023-04-09 19:18:56.996575904,Neutral,Unresolved,5.922341427937545,3.1598068838017275,285
1121,11964,9185,2.582779238939794,2023-04-09 19:18:56.996575904,Positive,Unresolved,27.75539587098968,5.097593045209594,177
1122,5313,17075,4.584534073381867,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.011480545704858,8.902442181125004,240
1123,15038,7123,1.70212075911755,2023-04-09 19:18:56.996575904,Neutral,Unresolved,2.416811795366126,8.99144808489293,493
1124,7337,12332,4.284238597294925,2023-04-09 19:18:56.996575904,Positive,Resolved,1.9233867702037286,5.353976673060249,475
1125,9487,4822,2.228791164698954,2023-04-09 19:18:56.996575904,Neutral,Pending,9.673667277089773,6.8542854475977455,44
1126,17338,10439,2.0384213276737215,2023-04-09 19:18:56.996575904,Positive,Unresolved,1.7546348212676839,8.929374576555423,157
1127,3044,12949,3.0635331536476076,2023-04-09 19:18:56.996575904,Positive,Pending,2.248487382567534,2.8541186497553075,161
1128,13353,15258,2.9132189738265253,2023-04-09 19:18:56.996575904,Positive,Unresolved,9.704985780665972,4.167286663550572,308
1129,8725,10460,3.089215200552334,2023-04-09 19:18:56.996575904,Positive,Pending,2.4329671680789846,6.722785123101457,409
1130,8409,2549,,2023-04-09 19:18:56.996575904,Negative,Resolved,4.938309497688528,6.454394364409005,220
1131,17429,12730,3.73922041098098,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.469173440895267,8.129703883611116,471
1132,1766,9696,4.9993329111311215,2023-04-09 19:18:56.996575904,Neutral,Pending,6.969843865309035,2.3701446908613177,374
1133,9243,8017,3.556977507561622,2023-04-09 19:18:56.996575904,Positive,Resolved,5.752457140018321,2.1162720869098766,386
1134,7466,13129,3.675508959363075,2023-04-09 19:18:56.996575904,Negative,Pending,6.471532088295381,3.381769239403582,366
1135,8880,11858,2.629975791230829,2023-04-09 19:18:56.996575904,Negative,Resolved,4.9062090975989,2.9732946015503265,352
1136,11040,15075,2.476327453040112,2023-04-09 19:18:56.996575904,Negative,Pending,6.07179254705736,4.361436111149388,18
1137,54,7194,4.67447587951432,2023-04-09 19:18:56.996575904,Positive,Resolved,3.3512692355065496,6.052518705792579,205
1138,2929,4227,1.942108289845935,2023-04-09 19:18:56.996575904,Negative,Unresolved,7.857655799478681,4.919936667612683,124
1139,14376,17735,2.268872205309631,2023-04-09 19:18:56.996575904,Neutral,Pending,4.986836994325788,4.797616926045116,214
1140,11889,15288,3.3136187577629688,2023-04-09 19:18:56.996575904,Positive,Pending,3.1485173229657444,5.066621445688202,107
1141,15914,3369,3.9142474992509886,2023-04-09 19:18:56.996575904,Neutral,Resolved,2.8000257669546476,5.977083798696309,152
1142,21,6786,1.8629555265042046,2023-04-09 19:18:56.996575904,Neutral,Resolved,1.2317948199304514,8.045906492263573,430
1143,17128,4858,2.516835690374227,2023-04-09 19:18:56.996575904,Neutral,Resolved,4.440611172475142,5.130056764507475,57
1144,6787,30,3.3802418669605783,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.516204314419337,5.796931810847096,417
1145,13088,11463,1.6015554038759516,2023-04-09 19:18:56.996575904,Neutral,Resolved,,5.717495389797607,342
1146,1186,884,,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.181975728638314,8.284158673269175,223
1147,15264,10219,2.5445140585026675,2023-04-09 19:18:56.996575904,Negative,Pending,1.5917116117735532,3.8455495060728184,296
1148,12006,6179,3.192243503478933,2023-04-09 19:18:56.996575904,Neutral,Unresolved,9.823682163219825,2.3793111379412655,84
1149,213,194,2.4632143409003366,2023-04-09 19:18:56.996575904,Positive,Pending,8.38739943352887,4.134731467356935,269
1150,17567,2764,4.472118892500294,2023-04-09 19:18:56.996575904,Negative,Resolved,9.187147816921774,4.624414904673662,265
1151,12489,6448,3.993958112909306,2023-04-09 19:18:56.996575904,Negative,Unresolved,4.811528420054413,1.6908085099455086,484
1152,6202,7731,3.2498858747287658,2023-04-09 19:18:56.996575904,Positive,Unresolved,5.404195117288427,4.102462374170527,291
1153,11364,17170,3.0581672707146836,2023-04-09 19:18:56.996575904,Positive,Resolved,4.298659477657145,1.6640140868881486,93
1154,15691,17203,3.8854768328855265,2023-04-09 19:18:56.996575904,Neutral,Resolved,6.228694075607348,7.438586896781342,47
1155,14714,3103,2.745382254961037,2023-04-09 19:18:56.996575904,Negative,Unresolved,5.525617001027474,2.583247603347006,49
1156,6090,7260,1.755039089682688,2023-04-09 19:18:56.996575904,Positive,Unresolved,4.728711981377075,8.57450186497489,448
1157,2454,11444,2.225587578568591,2023-04-09 19:18:56.996575904,Positive,Pending,9.831343799582683,1.3243998766148468,21
1158,10203,3215,4.191993101666052,2023-04-09 19:18:56.996575904,Neutral,Pending,4.281346582196219,6.066353000639586,204
1159,2146,3337,3.367191534290241,2023-04-09 19:18:56.996575904,Positive,Unresolved,1.0428864657435626,8.45713802931857,7
1160,6022,15774,1.3065206127698175,2023-04-09 19:18:56.996575904,Neutral,Resolved,3.3002646501301536,8.468490680040283,327
1161,11574,8546,4.327123656215451,2023-04-09 19:18:56.996575904,Neutral,Pending,8.685237594391264,7.049040031418524,202
1162,8535,1027,1.8566691417552295,2023-04-09 19:18:56.996575904,Neutral,Resolved,6.523377506896825,8.537282873642376,336
1163,10950,4371,3.5320045362064394,2023-04-09 19:18:56.996575904,Positive,Resolved,9.34442310307693,9.096296539574393,475
1164,2833,12703,2.600887491622254,2023-04-09 19:18:56.996575904,Positive,Pending,4.646564017984439,3.758288013611594,138
1165,5878,3057,4.565474737156976,2023-04-09 19:18:56.996575904,Neutral,Unresolved,2.6030633011241022,9.461265902231725,331
1166,25,9131,1.2777988806325564,2023-04-09 19:18:56.996575904,Negative,Resolved,3.746505649222179,6.431870751543199,266
1167,6046,5154,1.048591655628258,2023-04-09 19:18:56.996575904,Negative,Pending,5.100409962752524,7.009657392306229,270
1168,3405,17489,4.751224207302837,2023-04-09 19:18:56.996575904,Positive,Unresolved,5.557551355236733,7.7474554361209504,113
1169,18370,12772,3.5754229249800447,2023-04-09 19:18:56.996575904,Neutral,Pending,3.1502545701425135,8.582635756618863,41
1170,5016,116,2.5605488239343113,2023-04-09 19:18:56.996575904,Negative,Resolved,4.816078753882671,3.2605928578454217,27
1171,3955,324,2.410312618559332,2023-04-09 19:18:56.996575904,Positive,Resolved,3.686421653768171,4.427389212987428,195
1172,16844,6457,3.2270506648612565,2023-04-09 19:18:56.996575904,Positive,Unresolved,4.502508377098142,1.959247744548009,393
1173,2557,8253,4.818670965543114,2023-04-09 19:18:56.996575904,Negative,Resolved,,7.0155439764560725,106
1174,6249,10430,1.0146380773371617,2023-04-09 19:18:56.996575904,Negative,Resolved,2.523168659904557,3.9471448723197535,156
1175,12402,5865,1.7637787770722504,2023-04-09 19:18:56.996575904,Negative,Resolved,4.579531942169475,9.426673927258893,384
1176,6389,2780,3.3063313729684296,2023-04-09 19:18:56.996575904,Neutral,Unresolved,,9.550881331133247,435
1177,11113,13271,1.6119405474572108,2023-04-09 19:18:56.996575904,Negative,Pending,8.213531879711304,3.5364629360887263,82
1178,12198,2935,2.006200002206501,2023-04-09 19:18:56.996575904,Positive,Resolved,1.0751365376614568,9.077772987272121,334
1179,3866,17665,1.942922191161065,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.464004798527803,9.174879008402591,333
1180,13891,7189,4.2649081263154285,2023-04-09 19:18:56.996575904,Negative,Unresolved,2.0241858476019887,2.9880106067229133,243
1181,13168,6770,2.0189961025081664,2023-04-09 19:18:56.996575904,Neutral,Unresolved,5.842395745011209,5.994982987164743,254
1182,15936,13459,2.381489196180708,2023-04-09 19:18:56.996575904,Positive,Resolved,5.561567628063717,3.4557697607206146,462
1183,154,18167,4.950447617490529,2023-04-09 19:18:56.996575904,Positive,Unresolved,7.030072112755151,6.36247407950421,391
1184,6915,14446,2.203107568417695,2023-04-09 19:18:56.996575904,Negative,Pending,5.640595914784691,6.264144251361649,394
1185,10294,16332,3.8756037139853987,2023-04-09 19:18:56.996575904,Neutral,Pending,8.91951252640191,3.0159950328061487,211
1186,11564,15031,3.7724262968328506,2023-04-09 19:18:56.996575904,Negative,Pending,5.877117514950962,5.609461767352151,274
1187,412,15054,1.154391158274016,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.05879346499178,3.565683073042747,438
1188,11031,14965,4.842909775731405,2023-04-09 19:18:56.996575904,Negative,Pending,3.02221841585767,4.9569469106502275,478
1189,3952,8899,4.808093664775723,2023-04-09 19:18:56.996575904,Positive,Pending,5.119180837812355,7.168529299201595,424
1190,12908,2735,,2023-04-09 19:18:56.996575904,Neutral,Pending,3.769587305652128,5.332906418286644,2
1191,11513,7086,4.3394011098578495,2023-04-09 19:18:56.996575904,Neutral,Resolved,6.797176596836679,6.8695388820691585,258
1192,2789,16534,2.8534465750667626,2023-04-09 19:18:56.996575904,Negative,Unresolved,2.565814766473577,5.044129069590765,466
1193,6305,9618,4.751674435945036,2023-04-09 19:18:56.996575904,Positive,Pending,6.039674256541464,9.679129582337428,164
1194,10187,9051,3.814628606714493,2023-04-09 19:18:56.996575904,Negative,Pending,7.397313311574726,2.0734903901265502,20
1195,14346,5036,4.577821047726454,2023-04-09 19:18:56.996575904,Positive,Pending,5.146874474075033,3.12529211464039,285
1196,11508,17597,4.773412651873091,2023-04-09 19:18:56.996575904,Positive,Pending,5.453032318842719,1.6507633351004753,496
1197,5579,13673,4.849474397758011,2023-04-09 19:18:56.996575904,Positive,Resolved,4.909572687051586,7.701774104244515,69
1198,5496,4707,3.8006657859523147,2023-04-09 19:18:56.996575904,Positive,Pending,5.963607332767207,7.290958863282967,475
1199,7783,10507,3.448868040155341,2023-04-09 19:18:56.996575904,Neutral,Resolved,7.112620742165096,2.3134122392918663,226
1200,2913,15371,3.8421482566349723,2023-04-09 19:18:56.996575904,Negative,Resolved,5.902734292983128,3.8998144619019453,21
1201,4713,13965,,2023-04-09 19:18:56.996575904,Negative,Unresolved,1.228406563367603,2.7008094749234832,318
1202,8630,8308,1.8964930550489125,2023-04-09 19:18:56.996575904,Positive,Unresolved,9.590805589369417,4.922397263339645,482
1203,13356,12147,2.007333362190613,2023-04-09 19:18:56.996575904,Neutral,Unresolved,8.990251451501766,4.301756940740858,44
1204,13330,7035,3.607439701837247,2023-04-09 19:18:56.996575904,Negative,Resolved,6.511294824698836,8.827353764165053,339
1205,13311,18309,1.817191012519198,2023-04-09 19:18:56.996575904,Neutral,Resolved,3.7838728531053984,2.2692297392732366,222
1206,12610,7154,1.6202098821395894,2023-04-09 19:18:56.996575904,Positive,Unresolved,2.945409532256734,1.9147925733475428,36
1207,14137,558,2.8698985327421767,2023-04-09 19:18:56.996575904,Negative,Unresolved,9.921098892711745,6.1033897928661105,269
1208,13938,3135,2.3636762837135006,2023-04-09 19:18:56.996575904,Positive,Resolved,7.697876019865946,7.286679884172742,167
1209,1144,7763,3.984105620906363,2023-04-09 19:18:56.996575904,Neutral,Unresolved,1.2535494340127822,9.543241195693819,241
1210,16979,4866,3.6045737806138596,2023-04-09 19:18:56.996575904,Negative,Unresolved,6.389529765499116,5.420304722975727,305
1211,17718,10268,3.223312706095229,2023-04-09 19:18:56.996575904,Neutral,Resolved,1.3596656667196045,4.984543685818309,387
1212,10751,12870,4.324940097034802,2023-04-09 19:18:56.996575904,Negative,Resolved,1.6311570688676142,1.128304854458745,180
1213,10445,11470,4.944606012758145,2023-04-09 19:18:56.996575904,Positive,Unresolved,2.4869501825905838,2.1860752063590505,40
1214,17784,12138,2.2695808979317564,2023-04-09 19:18:56.996575904,Negative,Unresolved,1.3713174574021192,6.187717447213788,386
1215,5192,18312,3.2736612941733387,2023-04-09 19:18:56.996575904,Neutral,Unresolved,6.630830917575487,4.850881932146347,103
1216,18179,10853,2.8579571960827277,2023-04-09 19:18:56.996575904,Neutral,Pending,2.190464620025876,8.052155262177948,282
1217,6769,14411,4.483859032890755,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.921616221337224,5.330603670158216,18
1218,15370,2309,1.8477432418913318,2023-04-09 19:18:56.996575904,Neutral,Unresolved,5.393980405317261,5.034080561475406,468
1219,5592,17530,2.3336009804031583,2023-04-09 19:18:56.996575904,Positive,Unresolved,5.410575228534496,3.274470496477849,241
1220,11116,2116,2.535547572196787,2023-04-09 19:18:56.996575904,Neutral,Pending,7.583735714299293,3.675100317986087,46
1221,3486,11427,,2023-04-09 19:18:56.996575904,Neutral,Pending,3.446758836438227,7.527411220376739,236
1222,5258,17908,4.913278419788913,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.195493616392806,6.733330026428746,317
1223,4520,2257,2.9349831659966323,2023-04-09 19:18:56.996575904,Negative,Unresolved,6.726633575340775,2.2580767856998003,340
1224,10182,6850,4.9147946235601765,2023-04-09 19:18:56.996575904,Positive,Pending,6.826926882414683,1.4886429766785834,56
1225,1059,3907,1.3431325290412586,2023-04-09 19:18:56.996575904,Negative,Pending,9.466866790760523,7.923416656378003,488
1226,12087,343,3.213657846463968,2023-04-09 19:18:56.996575904,Negative,Pending,,8.16144944812666,147
1227,9099,17496,2.2863009115209842,2023-04-09 19:18:56.996575904,Neutral,Resolved,2.3934872439605526,6.027041965290872,304
1228,11580,415,4.066113528672508,2023-04-09 19:18:56.996575904,Positive,Unresolved,2.811201049907415,8.984824985450336,218
1229,1272,8738,4.238146718068581,2023-04-09 19:18:56.996575904,Negative,Unresolved,6.684746263553625,1.228723083517488,421
1230,3457,8268,3.937837639380235,2023-04-09 19:18:56.996575904,Neutral,Unresolved,9.524343099346387,9.827935378862888,416
1231,4893,15313,1.8231227275003126,2023-04-09 19:18:56.996575904,Neutral,Pending,3.4055447638360845,5.95101283105626,210
1232,4728,8749,2.9228470349847218,2023-04-09 19:18:56.996575904,Neutral,Pending,5.899323178734992,8.39597656313224,10
1233,910,11467,1.451096846584627,2023-04-09 19:18:56.996575904,Positive,Unresolved,2.033603642187974,6.412224447287411,380
1234,990,11131,1.2584693774972546,2023-04-09 19:18:56.996575904,Negative,Resolved,5.559917231325377,7.279666113068979,128
1235,12941,5462,1.9740880499111721,2023-04-09 19:18:56.996575904,Neutral,Resolved,6.4936275492563595,1.9428116203874977,155
1236,7221,10746,4.238376357242721,2023-04-09 19:18:56.996575904,Positive,Pending,4.617386393150168,5.92043751471003,498
1237,10453,11543,3.033035056305942,2023-04-09 19:18:56.996575904,Positive,Unresolved,4.492806126909815,3.9678734711894266,1
1238,17101,8234,2.6675944859996896,2023-04-09 19:18:56.996575904,Negative,Unresolved,5.049650895335035,6.324472592708754,22
1239,9323,2508,2.9104923066602972,2023-04-09 19:18:56.996575904,Positive,Pending,3.4265633490092924,2.380930295539271,347
1240,6875,5765,2.7083663696617406,2023-04-09 19:18:56.996575904,Neutral,Unresolved,5.023807985944575,9.44582526404755,295
1241,11823,289,2.056958377137979,2023-04-09 19:18:56.996575904,Neutral,Resolved,5.718138565617393,4.857955107394957,135
1242,2324,3659,1.5230650837534951,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.780113281909395,1.8048212588112351,147
1243,15998,2546,2.679236371277761,2023-04-09 19:18:56.996575904,Neutral,Pending,7.6115224496309235,5.020013386423676,88
1244,9107,16805,4.348058102594303,2023-04-09 19:18:56.996575904,Positive,Resolved,5.798251483216576,2.1074839979108084,242
1245,7562,2573,2.9140625983128445,2023-04-09 19:18:56.996575904,Negative,Unresolved,3.169528286449219,5.051292100651524,220
1246,4866,16915,1.4312900166532936,2023-04-09 19:18:56.996575904,Negative,Pending,2.2577085341041943,8.629956838240801,229
1247,17876,4177,3.1542836400555174,2023-04-09 19:18:56.996575904,Neutral,Unresolved,,7.067757536965961,493
1248,8844,1890,1.6493507821259192,2023-04-09 19:18:56.996575904,Positive,Pending,9.97417604867472,6.022177924864407,491
1249,12143,7475,3.460586222884867,2023-04-09 19:18:56.996575904,Neutral,Unresolved,9.517713192463635,2.9350205389626725,447
1250,17995,6845,3.909369047636395,2023-04-09 19:18:56.996575904,Neutral,Pending,8.405060443220737,3.8836770529436286,451
1251,11916,7307,,2023-04-09 19:18:56.996575904,Negative,Resolved,6.704146904852148,9.311985001545949,34
1252,15135,5569,3.1697934302108695,2023-04-09 19:18:56.996575904,Positive,Pending,5.988827594808642,4.780271018861265,122
1253,2837,10761,1.386861112576311,2023-04-09 19:18:56.996575904,Positive,Pending,7.039883862366478,2.533663573170391,312
1254,2351,6936,3.608564858334045,2023-04-09 19:18:56.996575904,Positive,Unresolved,8.681062991810261,4.002612901298116,143
1255,8429,10829,2.663147659177752,2023-04-09 19:18:56.996575904,Negative,Pending,8.975892422124394,9.148026971398382,248
1256,1346,758,2.349511327273296,2023-04-09 19:18:56.996575904,Positive,Resolved,,4.933928407558106,77
1257,16479,15084,2.6658879318215645,2023-04-09 19:18:56.996575904,Negative,Unresolved,3.917659322987885,3.061664294186434,244
1258,11128,8434,1.7186505510124879,2023-04-09 19:18:56.996575904,Neutral,Pending,2.232029388449761,4.581960148196032,152
1259,1859,10796,4.002866665898274,2023-04-09 19:18:56.996575904,Positive,Resolved,5.62038412236085,1.5586777249608268,47
1260,7180,11669,4.776554013239547,2023-04-09 19:18:56.996575904,Neutral,Pending,4.481727842913108,2.896119717322102,325
1261,14840,17920,2.151588481081664,2023-04-09 19:18:56.996575904,Positive,Pending,,2.983701331828687,377
1262,17414,11367,4.122110056709442,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.937873384481518,4.4980244326617465,356
1263,4037,4171,4.134907854454985,2023-04-09 19:18:56.996575904,Neutral,Unresolved,7.395093987303299,6.364090455999981,80
1264,1964,11969,2.859282712894418,2023-04-09 19:18:56.996575904,Negative,Resolved,5.665901260217404,9.331869797421376,39
1265,15953,7297,1.2869673643307498,2023-04-09 19:18:56.996575904,Negative,Pending,7.042935287669131,3.074867134526367,461
1266,3882,9835,1.672656545551407,2023-04-09 19:18:56.996575904,Neutral,Resolved,7.688487158171048,2.7456271303578004,471
1267,10406,12567,1.030875348787431,2023-04-09 19:18:56.996575904,Negative,Pending,6.956949631454697,1.2908775818307523,438
1268,9840,2468,1.4334912388924699,2023-04-09 19:18:56.996575904,Neutral,Resolved,8.94588983118344,9.715002657224002,140
1269,10828,671,4.609215110789684,2023-04-09 19:18:56.996575904,Neutral,Resolved,3.9105918327478135,9.830182025512928,26
1270,3043,8439,1.462822571747572,2023-04-09 19:18:56.996575904,Positive,Resolved,8.582734970019292,6.629254969190024,344
1271,5926,3756,4.223851628696323,2023-04-09 19:18:56.996575904,Positive,Unresolved,1.8833175555489459,1.6929761953224325,186
1272,12101,6913,1.023447737935511,2023-04-09 19:18:56.996575904,Neutral,Resolved,,9.88784452634744,0
1273,2437,14012,4.895025030569867,2023-04-09 19:18:56.996575904,Negative,Pending,1.6743862869247095,4.292578470068584,375
1274,10760,8086,1.6447783835097876,2023-04-09 19:18:56.996575904,Positive,Resolved,5.753628639884481,5.006090223998834,472
1275,5533,14187,1.867237294453115,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.993411309180667,4.429509561547223,368
1276,15257,2977,2.1647955521927953,2023-04-09 19:18:56.996575904,Negative,Pending,6.0669971485621925,2.168209778044701,18
1277,9594,6554,3.082302865364707,2023-04-09 19:18:56.996575904,Negative,Unresolved,8.474115428904273,5.696532795843047,331
1278,1430,13466,3.509960207629551,2023-04-09 19:18:56.996575904,Negative,Pending,3.8674715781006914,4.687497908275568,144
1279,12668,16960,1.3405357152481794,2023-04-09 19:18:56.996575904,Neutral,Unresolved,4.209746097401678,6.443740822259446,32
1280,4998,8567,1.4268932696497871,2023-04-09 19:18:56.996575904,Neutral,Resolved,9.058999061950187,1.8993336146979554,17
1281,17118,17875,1.8979920971235265,2023-04-09 19:18:56.996575904,Negative,Resolved,5.0754989572121625,5.299861997052549,157
