Session_ID,Customer_ID,Product_Viewed,Category,Page_Duration_Seconds,Pages_Viewed,Device_Type,Referrer,Time_of_Day,Bounce
3813,9741,Smartphone,Electronics,130.65290389203466,5.0,Tablet,Google,Evening,Yes
3814,2549,Tablet,Accessories,192.65481087523816,8.0,Desktop,Direct,Evening,No
3815,13981,Smartwatch,Accessories,168.97060630443153,5.0,Tablet,Google,Night,No
3816,12570,Smartwatch,Accessories,165.07551671433964,6.0,Tablet,Google,Evening,Yes
3817,1489,Headphones,Accessories,282.9944758654077,3.0,Mobile,Facebook,Morning,No
3818,1707,Smartphone,Gadgets,,2.0,Mobile,Facebook,Evening,No
3819,1536,Laptop,Gadgets,,1.0,Mobile,Google,Evening,Yes
3820,11767,Smartphone,Electronics,258.1103888856659,8.0,Mobile,Facebook,Morning,No
3821,12745,Headphones,Accessories,260.74839135696004,5.0,Desktop,Direct,Night,No
3822,14342,Smartwatch,Electronics,203.5798832519996,9.0,Tablet,Direct,Evening,Yes
3823,13544,Headphones,Electronics,261.96370395739484,4.0,Desktop,Google,Afternoon,Yes
3824,6115,Headphones,Gadgets,121.71822425422191,6.0,Tablet,Facebook,Evening,Yes
3825,8901,Tablet,Gadgets,7.663189113150262,4.0,Mobile,Email,Evening,No
3826,4168,Headphones,Accessories,220.48437992625495,3.0,Desktop,Direct,Evening,No
3827,66,Headphones,Electronics,95.33860300650946,6.0,Tablet,Google,Night,No
3828,714,Smartwatch,Accessories,152.94595466666357,6.0,Tablet,Direct,Morning,No
3829,13362,Laptop,Accessories,143.69100928660893,9.0,Tablet,Direct,Morning,No
3830,15611,Tablet,Electronics,157.77966629699617,6.0,Tablet,Facebook,Evening,No
3831,16365,Headphones,Accessories,205.22903075005505,9.0,Mobile,Facebook,Morning,Yes
3832,4384,Smartphone,Electronics,230.5417678088021,,Tablet,Google,Afternoon,Yes
3833,2445,Tablet,Accessories,87.60588154674956,4.0,Mobile,Direct,Morning,No
3834,9977,Smartphone,Electronics,86.66210066886492,9.0,Mobile,Direct,Night,Yes
3835,4710,Smartphone,Electronics,224.59396103814728,4.0,Desktop,Google,Night,No
3836,7192,Smartphone,Gadgets,42.964508131002745,1.0,Mobile,Facebook,Afternoon,No
3837,13237,Laptop,Accessories,40.21318876249194,2.0,Mobile,Email,Evening,No
3838,13930,Smartwatch,Electronics,76.97252734617659,2.0,Desktop,Email,Night,No
3839,17605,Smartwatch,Accessories,241.03799318676616,4.0,Mobile,Direct,Evening,No
3840,5118,Smartphone,Electronics,59.54009066161134,7.0,Desktop,Google,Afternoon,No
3841,12370,Headphones,Electronics,121.62754927339978,9.0,Mobile,Email,Night,No
3842,2755,Smartphone,Gadgets,153.64047449299375,7.0,Mobile,Direct,Morning,No
3843,440,Headphones,Gadgets,13.215598062889697,3.0,Mobile,Google,Night,No
3844,2458,Laptop,Accessories,265.0859379858735,6.0,Tablet,Google,Afternoon,Yes
3845,10082,Tablet,Accessories,154.96789399829365,6.0,Tablet,Email,Evening,No
3846,8672,Laptop,Accessories,35.195112229231405,7.0,Mobile,Direct,Night,No
3847,4100,Laptop,Accessories,45.87512030839164,5.0,Desktop,Direct,Morning,No
3848,1876,Smartphone,Electronics,260.75464897984034,8.0,Tablet,Facebook,Evening,No
3849,9763,Smartwatch,Gadgets,183.06164866360422,4.0,Tablet,Facebook,Evening,Yes
3850,4585,Smartwatch,Accessories,,7.0,Mobile,Facebook,Evening,Yes
3851,5515,Laptop,Electronics,21.91916373940868,3.0,Tablet,Email,Night,Yes
3852,9481,Laptop,Electronics,86.88503365334886,4.0,Desktop,Email,Morning,No
3853,17431,Tablet,Electronics,170.4519631963843,8.0,Mobile,Google,Afternoon,No
3854,1585,Smartphone,Gadgets,90.72489862511274,8.0,Mobile,Google,Night,Yes
3855,10935,Tablet,Gadgets,236.65864895233955,8.0,Desktop,Google,Evening,No
3856,2676,Headphones,Electronics,76.73853563957246,1.0,Tablet,Email,Afternoon,No
3857,16448,Smartphone,Electronics,231.2703654142518,3.0,Desktop,Direct,Morning,No
3858,13190,Smartphone,Gadgets,219.65262760438108,8.0,Mobile,Facebook,Night,No
3859,12381,Tablet,Accessories,46.700897370393136,3.0,Tablet,Google,Evening,Yes
3860,16194,Headphones,Gadgets,220.10382087129983,4.0,Desktop,Facebook,Morning,No
3861,3275,Smartphone,Accessories,233.60496266753387,8.0,Mobile,Google,Evening,Yes
3862,1999,Headphones,Electronics,244.73389862580677,4.0,Tablet,Facebook,Afternoon,Yes
3863,1151,Smartwatch,Gadgets,281.4118578697129,8.0,Desktop,Direct,Night,Yes
3864,12485,Laptop,Gadgets,,6.0,Tablet,Direct,Morning,Yes
3865,17108,Smartphone,Accessories,284.26216252916186,8.0,Mobile,Google,Afternoon,No
3866,3370,Laptop,Gadgets,21.972692292288567,3.0,Mobile,Facebook,Morning,Yes
3867,9978,Laptop,Gadgets,229.13177250334644,8.0,Mobile,Google,Morning,No
3868,16066,Headphones,Accessories,,9.0,Mobile,Email,Morning,Yes
3869,3032,Headphones,Electronics,209.55189170326642,8.0,Mobile,Direct,Night,No
3870,1055,Laptop,Electronics,115.46922341283538,8.0,Mobile,Direct,Afternoon,Yes
3871,3412,Smartwatch,Gadgets,291.44374764285965,3.0,Mobile,Facebook,Morning,No
3872,18311,Smartphone,Gadgets,11.88013401305082,2.0,Desktop,Facebook,Night,Yes
3873,11411,Smartwatch,Electronics,5.798633700280338,5.0,Desktop,Email,Night,Yes
3874,14102,Laptop,Accessories,200.45738355815877,5.0,Mobile,Facebook,Morning,No
3875,9778,Smartphone,Accessories,110.99731849988972,9.0,Mobile,Facebook,Morning,Yes
3876,10495,Smartwatch,Electronics,292.56846787647925,3.0,Tablet,Direct,Evening,Yes
3877,12500,Laptop,Gadgets,149.27542433084687,3.0,Desktop,Facebook,Afternoon,No
3878,13943,Smartphone,Gadgets,,1.0,Tablet,Google,Night,No
3879,7582,Smartwatch,Electronics,134.08287701631866,6.0,Desktop,Direct,Afternoon,No
3880,15915,Smartphone,Accessories,268.7192227260893,7.0,Desktop,Facebook,Night,Yes
3881,1303,Tablet,Accessories,97.15445796751638,7.0,Tablet,Facebook,Night,Yes
3882,10489,Headphones,Accessories,50.15230131235891,3.0,Tablet,Google,Evening,Yes
3883,6836,Headphones,Accessories,100.97097989609416,5.0,Desktop,Email,Afternoon,No
3884,5494,Tablet,Accessories,46.976688489703974,1.0,Tablet,Facebook,Evening,Yes
3885,5425,Laptop,Accessories,121.7151579116032,5.0,Tablet,Email,Evening,Yes
3886,15510,Smartphone,Electronics,128.39432602644268,3.0,Desktop,Google,Afternoon,No
3887,17994,Tablet,Accessories,63.8019332205097,2.0,Tablet,Facebook,Morning,No
3888,8634,Smartphone,Electronics,260.52386305398966,2.0,Tablet,Google,Morning,No
3889,17977,Smartwatch,Gadgets,200.06691160193932,1.0,Tablet,Email,Evening,Yes
3890,15214,Tablet,Electronics,134.52604138488078,6.0,Mobile,Email,Afternoon,Yes
3891,15575,Tablet,Gadgets,239.4565862932159,9.0,Tablet,Direct,Afternoon,Yes
3892,3797,Tablet,Electronics,81.35044051515924,,Mobile,Facebook,Night,No
3893,14887,Laptop,Gadgets,270.08807917290727,2.0,Mobile,Email,Morning,No
3894,9265,Smartwatch,Accessories,11.667082960036971,9.0,Tablet,Google,Night,Yes
3895,17559,Headphones,Gadgets,63.22371335574264,1.0,Desktop,Email,Evening,Yes
3896,8870,Tablet,Gadgets,170.45093978435898,2.0,Desktop,Direct,Morning,Yes
3897,13082,Smartphone,Gadgets,297.56314080505757,3.0,Desktop,Facebook,Afternoon,Yes
3898,15050,Headphones,Accessories,177.36925386037117,2.0,Mobile,Google,Night,No
3899,10865,Headphones,Gadgets,83.046248737304,9.0,Tablet,Facebook,Morning,Yes
3900,14539,Laptop,Electronics,19.86007176367159,3.0,Mobile,Email,Evening,No
3901,10219,Laptop,Accessories,46.99380421638723,4.0,Tablet,Direct,Afternoon,No
3902,11245,Smartphone,Electronics,88.64412402744435,6.0,Tablet,Email,Afternoon,Yes
3903,494,Smartphone,Gadgets,24.407793109989573,3.0,Tablet,Facebook,Evening,Yes
3904,361,Tablet,Gadgets,78.89039077690117,7.0,Desktop,Email,Afternoon,Yes
3905,11504,Tablet,Accessories,91.24917513593861,5.0,Tablet,Direct,Evening,No
3906,13662,Smartwatch,Gadgets,209.68904643146848,9.0,Tablet,Facebook,Afternoon,Yes
3907,8570,Smartwatch,Electronics,10.293093157524343,,Desktop,Facebook,Evening,No
3908,13902,Tablet,Accessories,145.2480821371668,5.0,Mobile,Google,Morning,Yes
3909,11360,Tablet,Electronics,106.98988456964202,4.0,Desktop,Email,Afternoon,No
3910,14842,Headphones,Gadgets,288.67417571042574,7.0,Mobile,Google,Afternoon,No
3911,1440,Tablet,Accessories,54.777764548580855,4.0,Mobile,Google,Afternoon,No
3912,2605,Tablet,Electronics,6.080486855707319,3.0,Desktop,Email,Morning,Yes
3913,7782,Tablet,Accessories,207.19721855497903,,Desktop,Direct,Evening,No
3914,8102,Laptop,Electronics,298.5108775166939,4.0,Desktop,Google,Evening,Yes
3915,10326,Smartphone,Gadgets,151.6884890667209,6.0,Desktop,Google,Evening,Yes
3916,10078,Smartwatch,Electronics,18.293224902172746,9.0,Desktop,Email,Afternoon,No
3917,11690,Tablet,Accessories,177.80551422295488,6.0,Desktop,Email,Evening,No
3918,18194,Smartwatch,Electronics,,9.0,Desktop,Facebook,Afternoon,Yes
3919,2255,Laptop,Electronics,,4.0,Desktop,Facebook,Afternoon,No
3920,4568,Smartwatch,Accessories,128.4183549637612,4.0,Desktop,Direct,Night,No
3921,16229,Smartphone,Gadgets,65.59091610481345,5.0,Desktop,Facebook,Night,Yes
3922,17217,Smartphone,Electronics,49.43980969776784,2.0,Desktop,Email,Night,Yes
3923,4579,Smartphone,Accessories,11.264050639567834,9.0,Mobile,Google,Afternoon,No
3924,14190,Headphones,Gadgets,,9.0,Tablet,Google,Morning,No
3925,13805,Smartphone,Electronics,64.16092196605959,8.0,Desktop,Email,Afternoon,Yes
3926,8495,Laptop,Accessories,283.06343285684835,4.0,Mobile,Email,Evening,No
3927,12318,Smartwatch,Gadgets,221.97773293816454,9.0,Tablet,Email,Evening,Yes
3928,1897,Smartphone,Accessories,213.88053159502226,4.0,Mobile,Facebook,Night,No
3929,14822,Laptop,Gadgets,33.21861853902557,4.0,Tablet,Direct,Morning,No
3930,10266,Smartwatch,Electronics,77.6860650046741,1.0,Desktop,Facebook,Evening,Yes
3931,9450,Smartwatch,Accessories,275.1714693842824,8.0,Mobile,Email,Night,Yes
3932,6876,Headphones,Gadgets,215.51331737208028,3.0,Desktop,Facebook,Afternoon,Yes
3933,10865,Laptop,Accessories,32.94758218339109,9.0,Mobile,Facebook,Afternoon,Yes
3934,2693,Tablet,Accessories,262.5153746454735,8.0,Mobile,Direct,Morning,Yes
3935,4881,Headphones,Electronics,171.91605445244045,3.0,Desktop,Direct,Evening,No
3936,4607,Headphones,Gadgets,228.80683293773154,1.0,Mobile,Email,Evening,Yes
3937,16642,Smartwatch,Electronics,45.69467713475089,8.0,Mobile,Email,Morning,Yes
3938,16396,Smartphone,Electronics,238.5605470743651,,Tablet,Google,Night,Yes
3939,2020,Headphones,Gadgets,6.967114952600946,6.0,Tablet,Email,Night,Yes
3940,8738,Smartwatch,Gadgets,85.24481608618882,6.0,Mobile,Google,Morning,Yes
3941,5612,Smartphone,Gadgets,129.03321793505035,3.0,Mobile,Email,Morning,Yes
3942,15837,Smartwatch,Accessories,52.49003072512516,7.0,Desktop,Email,Night,No
3943,15464,Smartphone,Accessories,155.69477407686088,8.0,Desktop,Google,Afternoon,Yes
3944,6180,Laptop,Electronics,98.31677769475621,6.0,Tablet,Direct,Afternoon,No
3945,16056,Tablet,Electronics,123.88666782583196,8.0,Mobile,Direct,Evening,Yes
3946,1811,Laptop,Electronics,,2.0,Mobile,Google,Evening,No
3947,4242,Headphones,Accessories,63.473883605396445,2.0,Desktop,Google,Afternoon,Yes
3948,18050,Smartphone,Electronics,80.53909935760068,9.0,Tablet,Email,Evening,Yes
3949,17898,Smartwatch,Accessories,261.62828310785994,4.0,Desktop,Direct,Afternoon,Yes
3950,1585,Headphones,Accessories,98.98132095166933,2.0,Mobile,Email,Night,No
3951,7075,Smartwatch,Gadgets,226.95315412073916,2.0,Desktop,Email,Afternoon,No
3952,11770,Smartwatch,Gadgets,94.19669420822274,3.0,Desktop,Facebook,Evening,Yes
3953,17625,Laptop,Gadgets,215.79346482540754,,Mobile,Email,Evening,No
3954,11319,Smartphone,Gadgets,187.10353196945812,1.0,Tablet,Google,Morning,Yes
3955,5707,Smartwatch,Gadgets,46.73433787343355,4.0,Mobile,Email,Night,Yes
3956,12414,Headphones,Electronics,149.37223677726917,2.0,Mobile,Direct,Night,No
3957,14366,Smartwatch,Gadgets,90.55726605186109,9.0,Desktop,Google,Afternoon,Yes
3958,8766,Headphones,Gadgets,285.1579309359792,1.0,Desktop,Email,Morning,Yes
3959,8863,Smartwatch,Gadgets,19.12241691686439,6.0,Desktop,Facebook,Morning,No
3960,6591,Laptop,Accessories,199.90163518172258,9.0,Mobile,Facebook,Evening,No
3961,9282,Headphones,Accessories,131.55363605451097,5.0,Desktop,Facebook,Evening,Yes
3962,16012,Smartwatch,Gadgets,,3.0,Mobile,Google,Evening,Yes
3963,9403,Headphones,Gadgets,97.78242449955331,8.0,Desktop,Google,Evening,No
3964,12986,Smartwatch,Accessories,,6.0,Desktop,Facebook,Afternoon,Yes
3965,7695,Laptop,Electronics,18.528027928909673,6.0,Mobile,Facebook,Afternoon,Yes
3966,508,Smartwatch,Electronics,84.2382534602869,7.0,Desktop,Email,Night,Yes
3967,16850,Smartphone,Accessories,224.27464239625834,4.0,Tablet,Google,Night,Yes
3968,7476,Tablet,Accessories,113.28517344299802,,Mobile,Google,Night,Yes
3969,16572,Tablet,Gadgets,,6.0,Tablet,Email,Night,Yes
3970,7718,Headphones,Electronics,10.521071913330328,8.0,Mobile,Facebook,Afternoon,No
3971,5358,Tablet,Gadgets,53.73327000876936,7.0,Desktop,Direct,Evening,No
3972,10630,Tablet,Gadgets,32.20910461270658,5.0,Mobile,Direct,Afternoon,No
3973,12556,Smartphone,Electronics,,1.0,Mobile,Email,Night,No
3974,17363,Smartwatch,Accessories,11.593226338028385,6.0,Desktop,Google,Evening,No
3975,7008,Smartwatch,Accessories,247.11532280260465,,Mobile,Direct,Morning,No
3976,5120,Headphones,Accessories,260.1310152347796,9.0,Desktop,Google,Night,No
3977,15567,Laptop,Accessories,227.99743629655944,,Desktop,Direct,Evening,No
3978,16686,Smartwatch,Electronics,213.95279235874986,,Desktop,Direct,Morning,No
3979,233,Smartwatch,Gadgets,214.09209481850561,8.0,Desktop,Email,Evening,No
3980,8038,Headphones,Electronics,21.42761919451551,2.0,Tablet,Email,Morning,Yes
3981,12360,Smartphone,Accessories,72.41750876466534,2.0,Mobile,Facebook,Evening,Yes
3982,16431,Smartwatch,Gadgets,130.79302201996254,7.0,Mobile,Google,Evening,No
3983,13332,Smartwatch,Gadgets,169.24988728564796,4.0,Desktop,Email,Night,No
3984,1439,Laptop,Electronics,252.11492902817915,6.0,Desktop,Direct,Morning,No
3985,14398,Laptop,Accessories,148.05631388872337,8.0,Mobile,Facebook,Night,Yes
3986,5807,Smartwatch,Electronics,260.93692452397806,4.0,Desktop,Direct,Night,No
3987,4353,Smartphone,Accessories,83.31270928615157,1.0,Tablet,Google,Evening,No
3988,17340,Tablet,Accessories,257.83254028534964,1.0,Tablet,Google,Afternoon,Yes
3989,3985,Smartwatch,Electronics,60.59119225518474,5.0,Tablet,Facebook,Morning,No
3990,15880,Tablet,Accessories,79.02079392675554,5.0,Mobile,Google,Afternoon,No
3991,14554,Laptop,Gadgets,253.91515285274625,6.0,Desktop,Direct,Night,No
3992,14753,Tablet,Gadgets,168.8157325129911,2.0,Tablet,Direct,Evening,No
3993,12702,Laptop,Gadgets,37.36969298177126,2.0,Desktop,Facebook,Night,No
3994,11659,Laptop,Gadgets,289.96906458263766,9.0,Mobile,Facebook,Morning,Yes
3995,18015,Tablet,Electronics,19.349919797905397,8.0,Desktop,Facebook,Afternoon,Yes
3996,11215,Smartphone,Accessories,187.6602617027701,4.0,Tablet,Email,Morning,Yes
3997,6661,Headphones,Gadgets,125.81762794729606,3.0,Mobile,Facebook,Night,Yes
3998,11004,Smartphone,Electronics,43.71407295462531,8.0,Tablet,Email,Evening,No
3999,11314,Smartwatch,Electronics,257.39956840378,2.0,Tablet,Email,Afternoon,No
4000,13540,Headphones,Electronics,20.915548183708694,8.0,Mobile,Facebook,Evening,Yes
4001,9611,Laptop,Electronics,25.74983406204532,8.0,Tablet,Google,Night,No
4002,17007,Headphones,Electronics,268.7751333740399,,Desktop,Facebook,Night,No
4003,10891,Headphones,Electronics,298.60496168879365,,Mobile,Email,Morning,Yes
4004,1902,Smartwatch,Gadgets,290.33072737843304,,Tablet,Facebook,Morning,No
4005,4941,Smartphone,Electronics,13.470080071133694,4.0,Desktop,Facebook,Night,Yes
4006,880,Headphones,Gadgets,291.97222623766817,8.0,Desktop,Facebook,Evening,Yes
4007,17180,Smartphone,Gadgets,122.91008079186547,,Desktop,Facebook,Evening,No
4008,3461,Tablet,Gadgets,81.47771749211503,1.0,Desktop,Facebook,Afternoon,Yes
4009,13419,Headphones,Gadgets,152.00883170873607,2.0,Desktop,Google,Afternoon,Yes
4010,655,Laptop,Electronics,173.57082707183014,3.0,Mobile,Facebook,Morning,Yes
4011,5700,Smartwatch,Accessories,181.73639495319873,,Mobile,Google,Night,No
4012,17987,Laptop,Gadgets,295.1711726003991,,Tablet,Email,Night,No
4013,2751,Tablet,Accessories,281.10438833547806,4.0,Tablet,Email,Evening,No
4014,12930,Smartwatch,Electronics,151.42808465856936,5.0,Tablet,Email,Morning,No
4015,8512,Tablet,Electronics,168.35115441043186,4.0,Tablet,Email,Evening,No
4016,1921,Smartwatch,Electronics,231.2053715343051,7.0,Tablet,Email,Evening,No
4017,8612,Tablet,Gadgets,71.4629761098089,5.0,Tablet,Google,Night,No
4018,15584,Smartwatch,Electronics,113.34822718979272,,Desktop,Facebook,Night,Yes
4019,17365,Headphones,Electronics,122.91223752557985,5.0,Mobile,Google,Afternoon,Yes
4020,18014,Tablet,Gadgets,50.94467498944666,2.0,Tablet,Email,Night,No
4021,14357,Smartphone,Accessories,243.13185379398564,9.0,Tablet,Google,Night,Yes
4022,5357,Tablet,Electronics,275.0659415422792,7.0,Mobile,Email,Morning,Yes
4023,13647,Laptop,Accessories,215.22599046907524,6.0,Mobile,Google,Night,Yes
4024,1904,Smartphone,Gadgets,,1.0,Mobile,Email,Evening,Yes
4025,209,Headphones,Accessories,106.10602677636717,8.0,Desktop,Facebook,Morning,Yes
4026,15335,Smartwatch,Gadgets,238.65782946386568,7.0,Desktop,Facebook,Afternoon,Yes
4027,1352,Smartwatch,Gadgets,,2.0,Desktop,Email,Evening,No
4028,8822,Smartwatch,Accessories,207.3634210247835,1.0,Mobile,Facebook,Night,No
4029,3799,Smartwatch,Electronics,201.63772792837472,5.0,Mobile,Google,Morning,No
4030,17348,Smartphone,Accessories,257.9822358890739,,Desktop,Email,Afternoon,Yes
4031,11281,Smartwatch,Gadgets,181.44409374507921,3.0,Mobile,Direct,Morning,No
4032,4118,Laptop,Accessories,246.16077368459696,4.0,Mobile,Facebook,Morning,Yes
4033,16431,Smartwatch,Accessories,73.10858512644825,8.0,Desktop,Facebook,Night,No
4034,6890,Smartwatch,Electronics,187.96320787389274,1.0,Desktop,Google,Night,No
4035,8996,Tablet,Accessories,198.47249168145117,8.0,Tablet,Email,Afternoon,Yes
4036,14314,Laptop,Electronics,53.94363379272126,8.0,Tablet,Email,Afternoon,Yes
4037,8664,Smartphone,Electronics,38.21608708499224,7.0,Mobile,Facebook,Night,No
4038,461,Headphones,Electronics,173.23474402948995,2.0,Desktop,Email,Morning,Yes
4039,1870,Tablet,Gadgets,111.85519801005472,3.0,Desktop,Direct,Afternoon,Yes
4040,6380,Laptop,Gadgets,30.787484508664228,3.0,Tablet,Direct,Evening,Yes
4041,10461,Smartwatch,Gadgets,17.847534898247797,,Desktop,Email,Night,Yes
4042,14751,Headphones,Electronics,78.7858795945306,2.0,Mobile,Google,Afternoon,No
4043,8364,Smartphone,Gadgets,28.132736897215434,5.0,Tablet,Direct,Afternoon,No
4044,9376,Tablet,Electronics,39.645033460979384,7.0,Tablet,Direct,Evening,Yes
4045,3932,Laptop,Gadgets,296.0889629034713,5.0,Mobile,Google,Afternoon,No
4046,2497,Headphones,Gadgets,226.0946175602622,7.0,Tablet,Facebook,Afternoon,No
4047,6404,Smartphone,Electronics,28.075983845078195,1.0,Desktop,Email,Evening,Yes
4048,2576,Tablet,Electronics,291.5220548658097,3.0,Desktop,Facebook,Morning,No
4049,2224,Smartphone,Accessories,114.97234566558183,4.0,Tablet,Google,Afternoon,No
4050,6997,Tablet,Accessories,142.12022274900016,2.0,Mobile,Email,Afternoon,No
4051,16704,Smartwatch,Electronics,255.15434179449022,1.0,Desktop,Direct,Afternoon,Yes
4052,8348,Smartwatch,Accessories,14.81494302590431,7.0,Tablet,Direct,Night,Yes
4053,12100,Smartwatch,Accessories,297.6441927589952,1.0,Desktop,Google,Evening,No
4054,18270,Laptop,Accessories,151.07904510855275,1.0,Tablet,Google,Afternoon,Yes
4055,16756,Smartwatch,Electronics,176.40433298573143,9.0,Mobile,Facebook,Afternoon,Yes
4056,13829,Headphones,Electronics,235.95074342969164,8.0,Mobile,Google,Evening,No
4057,3432,Smartphone,Electronics,163.1836574373852,2.0,Tablet,Google,Night,Yes
4058,5124,Smartwatch,Electronics,183.3605469439643,,Tablet,Direct,Night,Yes
4059,6401,Tablet,Electronics,186.52327418909877,8.0,Tablet,Google,Afternoon,Yes
4060,9110,Laptop,Electronics,84.58591247564728,4.0,Tablet,Direct,Morning,Yes
4061,7596,Headphones,Accessories,180.69835973551292,4.0,Tablet,Email,Afternoon,Yes
4062,16529,Smartwatch,Electronics,217.51080837164832,3.0,Desktop,Direct,Morning,Yes
4063,9532,Headphones,Gadgets,6.7219088258730455,9.0,Desktop,Facebook,Evening,Yes
4064,11415,Tablet,Gadgets,107.79824133897822,8.0,Desktop,Google,Night,Yes
4065,6790,Laptop,Gadgets,95.68179876114085,1.0,Tablet,Facebook,Afternoon,No
4066,10619,Headphones,Accessories,34.79821055455176,6.0,Mobile,Email,Night,Yes
4067,17071,Smartwatch,Accessories,183.5647426770727,3.0,Desktop,Google,Night,Yes
4068,13645,Laptop,Gadgets,86.94183501739334,1.0,Tablet,Facebook,Morning,Yes
4069,11942,Smartwatch,Accessories,276.80605812872113,1.0,Tablet,Google,Night,Yes
4070,767,Headphones,Gadgets,219.07389096857077,1.0,Tablet,Google,Morning,No
4071,11651,Headphones,Electronics,212.37887392039883,8.0,Mobile,Direct,Morning,Yes
4072,3927,Smartwatch,Electronics,205.77446876098446,8.0,Desktop,Direct,Afternoon,No
4073,10965,Tablet,Gadgets,147.06867362223767,6.0,Desktop,Email,Morning,Yes
4074,4794,Headphones,Electronics,230.61041881287375,6.0,Mobile,Google,Afternoon,Yes
4075,16290,Headphones,Accessories,179.22586216735397,7.0,Tablet,Direct,Afternoon,Yes
4076,16839,Laptop,Electronics,273.23332674221496,2.0,Tablet,Google,Evening,No
4077,16223,Tablet,Gadgets,289.913364857676,7.0,Mobile,Email,Morning,No
4078,6778,Headphones,Electronics,36.38808323955551,7.0,Tablet,Facebook,Night,No
4079,10253,Tablet,Accessories,132.78283456824212,8.0,Desktop,Direct,Morning,Yes
4080,9905,Smartwatch,Gadgets,,7.0,Mobile,Google,Night,No
4081,16478,Tablet,Electronics,101.4436653632343,8.0,Desktop,Google,Afternoon,Yes
4082,1124,Smartwatch,Gadgets,45.46593160848341,1.0,Mobile,Facebook,Morning,No
4083,3206,Tablet,Accessories,136.29423388940316,5.0,Tablet,Email,Night,Yes
4084,10641,Laptop,Electronics,157.59236552243416,6.0,Tablet,Email,Night,Yes
4085,13082,Smartphone,Accessories,290.33472311857423,6.0,Desktop,Direct,Night,No
4086,6366,Smartwatch,Accessories,132.8281337691546,1.0,Tablet,Google,Night,Yes
4087,5291,Smartphone,Accessories,29.475179187080737,4.0,Desktop,Google,Evening,Yes
4088,11382,Headphones,Gadgets,144.1272479002583,7.0,Mobile,Email,Morning,Yes
4089,6597,Smartphone,Electronics,291.8273713966325,1.0,Tablet,Facebook,Evening,Yes
4090,7486,Smartwatch,Electronics,10.124214439741923,3.0,Mobile,Google,Morning,Yes
4091,11746,Laptop,Accessories,223.32905648139268,3.0,Tablet,Direct,Night,Yes
4092,8558,Headphones,Accessories,216.1921064866833,4.0,Tablet,Email,Afternoon,No
4093,12449,Smartphone,Accessories,123.29208848392545,7.0,Mobile,Google,Evening,No
4094,12069,Laptop,Electronics,78.54098246441018,9.0,Mobile,Facebook,Afternoon,Yes
4095,8730,Smartwatch,Accessories,294.28776369646874,2.0,Tablet,Direct,Night,Yes
4096,11943,Smartwatch,Electronics,199.25547847925748,7.0,Desktop,Direct,Afternoon,Yes
4097,7977,Smartwatch,Gadgets,133.73971529248547,2.0,Desktop,Google,Morning,No
4098,17970,Smartwatch,Gadgets,75.40457750972114,1.0,Tablet,Direct,Morning,No
4099,13450,Smartwatch,Gadgets,161.43178638547684,9.0,Desktop,Direct,Evening,No
4100,14613,Smartwatch,Gadgets,115.52674541635295,7.0,Desktop,Facebook,Morning,No
4101,14049,Smartphone,Accessories,142.5567523534846,,Mobile,Email,Morning,Yes
4102,4280,Smartphone,Gadgets,263.05603687563337,6.0,Desktop,Facebook,Morning,Yes
4103,17425,Smartwatch,Accessories,111.12247714758776,4.0,Desktop,Facebook,Night,Yes
4104,14163,Smartphone,Gadgets,229.93746525019313,,Desktop,Email,Afternoon,Yes
4105,13761,Laptop,Accessories,217.51229383011818,6.0,Mobile,Google,Morning,Yes
4106,5280,Headphones,Electronics,,6.0,Desktop,Google,Morning,No
4107,121,Tablet,Electronics,298.8863782748121,4.0,Tablet,Email,Afternoon,No
4108,16554,Smartwatch,Gadgets,163.30355658974509,5.0,Desktop,Direct,Night,Yes
4109,9398,Headphones,Accessories,193.14597693346238,8.0,Tablet,Google,Morning,No
4110,5900,Smartwatch,Gadgets,116.37051735315573,9.0,Mobile,Direct,Evening,No
4111,18343,Laptop,Accessories,149.03673998607593,3.0,Tablet,Facebook,Morning,No
4112,10029,Laptop,Gadgets,282.7829146536432,6.0,Tablet,Email,Afternoon,Yes
4113,3981,Laptop,Electronics,245.41020085846213,1.0,Desktop,Email,Night,No
4114,16881,Laptop,Electronics,62.975339146688974,4.0,Mobile,Facebook,Morning,Yes
4115,1761,Laptop,Accessories,129.00014466159416,1.0,Mobile,Google,Evening,Yes
4116,9917,Smartwatch,Gadgets,287.69071248321876,6.0,Mobile,Direct,Evening,Yes
4117,5804,Laptop,Electronics,231.85366451768044,3.0,Desktop,Google,Evening,Yes
4118,14569,Tablet,Electronics,107.72311117086954,3.0,Desktop,Google,Night,No
4119,13785,Tablet,Gadgets,182.7477833572072,3.0,Desktop,Facebook,Morning,Yes
4120,4425,Laptop,Electronics,254.11615176381935,4.0,Tablet,Google,Afternoon,No
4121,9355,Tablet,Electronics,149.071448836253,6.0,Mobile,Facebook,Night,No
4122,11212,Laptop,Electronics,7.058453968809879,4.0,Mobile,Direct,Night,Yes
4123,17791,Smartwatch,Electronics,298.1642724627424,9.0,Mobile,Email,Evening,No
4124,6228,Smartwatch,Electronics,141.20133854817476,2.0,Desktop,Direct,Night,Yes
4125,6954,Smartphone,Accessories,88.95272905152017,5.0,Tablet,Direct,Night,Yes
4126,11267,Smartphone,Accessories,101.67213724090439,4.0,Mobile,Email,Afternoon,No
